KIN_ACC_ID	SUB_ACC_ID	score	ACC_ID	#Psites	Family	GENE
O15111	Q96SB4	318	Q96SB4	10	IKK	CHUK
O15111	P43026	227	P43026	1	IKK	CHUK
O15111	O95163	483	O95163	9	IKK	CHUK
O15111	Q9BXM7	179	Q9BXM7	1	IKK	CHUK
O15111	P0DMV8	361	P0DMV8	25	IKK	CHUK
O15111	P14373	587	P14373	1	IKK	CHUK
O15111	Q16637	340	Q16637	20	IKK	CHUK
O15111	Q6P1M3	218	Q6P1M3	16	IKK	CHUK
O15111	Q15118	197	Q15118	1	IKK	CHUK
O15111	Q58EX2	152	Q58EX2	4	IKK	CHUK
O15111	O14874	197	O14874	9	IKK	CHUK
O15111	Q9BXL7	790	Q9BXL7	12	IKK	CHUK
O15111	P10415	270	P10415	2	IKK	CHUK
O15111	P60953	190	P60953	3	IKK	CHUK
O15111	Q3KQV9	153	Q3KQV9	1	IKK	CHUK
O15111	Q8N819	177	Q8N819	1	IKK	CHUK
O15111	Q99836	783	Q99836	1	IKK	CHUK
O15111	P67775	311	P67775	1	IKK	CHUK
O15111	Q15119	197	Q15119	1	IKK	CHUK
O15111	P63244	623	P63244	14	IKK	CHUK
O15111	Q9H6S3	150	Q9H6S3	31	IKK	CHUK
O15111	P60660	312	P60660	11	IKK	CHUK
O15111	P63261	297	P63261	64	IKK	CHUK
O15111	P52564	305	P52564	7	IKK	CHUK
O15111	Q8N3J5	177	Q8N3J5	1	IKK	CHUK
O15111	Q9Y6K9	997	Q9Y6K9	6	IKK	CHUK
O15111	Q99759	490	Q99759	24	IKK	CHUK
O15111	P12931	599	P12931	19	IKK	CHUK
O15111	Q13233	947	Q13233	32	IKK	CHUK
O15111	P17252	925	P17252	16	IKK	CHUK
O15111	O14965	306	O14965	5	IKK	CHUK
O15111	P31749	870	P31749	11	IKK	CHUK
O15111	P01584	326	P01584	2	IKK	CHUK
O15111	Q12988	487	Q12988	1	IKK	CHUK
O15111	Q6S5L8	153	Q6S5L8	4	IKK	CHUK
O15111	P84022	617	P84022	2	IKK	CHUK
O15111	P27540	181	P27540	4	IKK	CHUK
O15111	P02786	270	P02786	7	IKK	CHUK
O15111	Q96PG8	270	Q96PG8	2	IKK	CHUK
O15111	Q96RT1	301	Q96RT1	80	IKK	CHUK
O15111	Q15796	743	Q15796	5	IKK	CHUK
O15111	P04637	751	P04637	8	IKK	CHUK
O15111	Q15257	176	Q15257	3	IKK	CHUK
O15111	P16220	237	P16220	11	IKK	CHUK
O15111	Q6ZVD8	356	Q6ZVD8	9	IKK	CHUK
O15111	P19105	485	P19105	11	IKK	CHUK
O15111	Q09472	314	Q09472	22	IKK	CHUK
O15111	Q6R327	599	Q6R327	67	IKK	CHUK
O15111	Q13535	197	Q13535	14	IKK	CHUK
O15111	O00141	203	O00141	5	IKK	CHUK
O15111	P05412	241	P05412	11	IKK	CHUK
O15111	P34947	242	P34947	4	IKK	CHUK
O15111	Q05655	327	Q05655	37	IKK	CHUK
O15111	Q9ULX6	379	Q9ULX6	7	IKK	CHUK
O15111	O14920	997	O14920	11	IKK	CHUK
O15111	Q13451	724	Q13451	8	IKK	CHUK
O15111	Q9BVC4	278	Q9BVC4	2	IKK	CHUK
O15111	Q14318	213	Q14318	5	IKK	CHUK
O15111	Q5TEC6	358	Q5TEC6	2	IKK	CHUK
O15111	Q04759	559	Q04759	12	IKK	CHUK
O15111	Q71DI3	287	Q71DI3	9	IKK	CHUK
O15111	Q13077	505	Q13077	2	IKK	CHUK
O15111	P20333	282	P20333	1	IKK	CHUK
O15111	P01127	206	P01127	1	IKK	CHUK
O15111	Q9Y5V3	270	Q9Y5V3	9	IKK	CHUK
O15111	Q92918	274	Q92918	8	IKK	CHUK
O15111	P19438	921	P19438	3	IKK	CHUK
O15111	Q14145	522	Q14145	1	IKK	CHUK
O15111	Q9H3D4	432	Q9H3D4	6	IKK	CHUK
O15111	O43318	840	O43318	20	IKK	CHUK
O15111	P51617	951	P51617	4	IKK	CHUK
O15111	O15350	515	O15350	1	IKK	CHUK
O15111	O00206	625	O00206	3	IKK	CHUK
O15111	O43464	540	O43464	4	IKK	CHUK
O15111	Q13576	278	Q13576	16	IKK	CHUK
O15111	P32121	627	P32121	1	IKK	CHUK
O15111	P98170	612	P98170	8	IKK	CHUK
O15111	Q13490	761	Q13490	2	IKK	CHUK
O15111	Q9NYJ8	488	Q9NYJ8	11	IKK	CHUK
O15111	Q8N5C8	254	Q8N5C8	16	IKK	CHUK
O15111	Q9ULZ3	655	Q9ULZ3	1	IKK	CHUK
O15111	P78362	318	P78362	15	IKK	CHUK
O15111	Q9UBE8	279	Q9UBE8	1	IKK	CHUK
O15111	P46527	270	P46527	7	IKK	CHUK
O15111	Q9ULW0	341	Q9ULW0	37	IKK	CHUK
O15111	Q9Y6R4	287	Q9Y6R4	14	IKK	CHUK
O15111	O14787	275	O14787	4	IKK	CHUK
O15111	Q8ND56	153	Q8ND56	21	IKK	CHUK
O15111	Q8IUD2	946	Q8IUD2	39	IKK	CHUK
O15111	Q9UKB1	639	Q9UKB1	5	IKK	CHUK
O15111	Q12929	150	Q12929	37	IKK	CHUK
O15111	Q16082	210	Q16082	1	IKK	CHUK
O15111	Q9UHD2	792	Q9UHD2	2	IKK	CHUK
O15111	P68871	274	P68871	20	IKK	CHUK
O15111	Q9Y297	725	Q9Y297	4	IKK	CHUK
O15111	Q5TCX8	307	Q5TCX8	18	IKK	CHUK
O15111	P25942	790	P25942	1	IKK	CHUK
O15111	Q8IUC6	603	Q8IUC6	2	IKK	CHUK
O15111	Q92851	600	Q92851	3	IKK	CHUK
O15111	P08571	600	P08571	1	IKK	CHUK
O15111	P01375	824	P01375	1	IKK	CHUK
O15111	Q7Z434	866	Q7Z434	22	IKK	CHUK
O15111	Q14164	744	Q14164	3	IKK	CHUK
O15111	O00233	270	O00233	5	IKK	CHUK
O15111	P0DPH7	294	P0DPH7	31	IKK	CHUK
O15111	O00463	556	O00463	2	IKK	CHUK
O15111	Q14258	605	Q14258	14	IKK	CHUK
O15111	Q8IUD6	605	Q8IUD6	1	IKK	CHUK
O15111	Q9BYM8	664	Q9BYM8	7	IKK	CHUK
O15111	O95786	753	O95786	2	IKK	CHUK
O15111	Q92844	473	Q92844	21	IKK	CHUK
O15111	Q969T4	230	Q969T4	3	IKK	CHUK
O15111	Q13114	938	Q13114	2	IKK	CHUK
O15111	Q13325	282	Q13325	2	IKK	CHUK
O15111	Q9UM47	677	Q9UM47	2	IKK	CHUK
O15111	Q02246	183	Q02246	1	IKK	CHUK
O15111	Q9UNI6	191	Q9UNI6	2	IKK	CHUK
O15111	Q8TE67	150	Q8TE67	21	IKK	CHUK
O15111	Q16254	287	Q16254	2	IKK	CHUK
O15111	Q9UGK3	270	Q9UGK3	5	IKK	CHUK
O15111	Q8TE68	150	Q8TE68	24	IKK	CHUK
O15111	P08151	288	P08151	3	IKK	CHUK
O15111	P63208	600	P63208	1	IKK	CHUK
O15111	O00161	227	O00161	11	IKK	CHUK
O15111	Q8TEL6	270	Q8TEL6	2	IKK	CHUK
O15111	Q9BTE7	270	Q9BTE7	5	IKK	CHUK
O15111	Q86WI3	879	Q86WI3	2	IKK	CHUK
O15111	O75376	270	O75376	99	IKK	CHUK
O15111	Q13309	273	Q13309	6	IKK	CHUK
O15111	Q15048	270	Q15048	2	IKK	CHUK
O15111	Q8WXC3	653	Q8WXC3	1	IKK	CHUK
O15111	P11464	307	P11464	1	IKK	CHUK
O15111	Q16584	270	Q16584	27	IKK	CHUK
O15111	Q96EP0	683	Q96EP0	7	IKK	CHUK
O15111	Q12846	157	Q12846	10	IKK	CHUK
O15111	Q8NFZ5	457	Q8NFZ5	4	IKK	CHUK
O15111	Q8NAA4	669	Q8NAA4	3	IKK	CHUK
O15111	Q99502	165	Q99502	2	IKK	CHUK
O15111	Q9NY27	270	Q9NY27	15	IKK	CHUK
O15111	Q13568	287	Q13568	1	IKK	CHUK
O15111	Q14774	300	Q14774	2	IKK	CHUK
O15111	O94885	285	O94885	48	IKK	CHUK
O15111	P31629	234	P31629	35	IKK	CHUK
O15111	O43734	488	O43734	5	IKK	CHUK
O15111	Q9H467	604	Q9H467	4	IKK	CHUK
O15111	Q96CV9	217	Q96CV9	22	IKK	CHUK
O15111	Q8IYM9	279	Q8IYM9	4	IKK	CHUK
O15111	P02100	187	P02100	2	IKK	CHUK
O15111	O15360	293	O15360	4	IKK	CHUK
O15111	Q86VP1	341	Q86VP1	11	IKK	CHUK
O15111	P32298	163	P32298	1	IKK	CHUK
O15111	Q9H0F6	700	Q9H0F6	7	IKK	CHUK
O15111	Q8TF05	270	Q8TF05	8	IKK	CHUK
O15111	Q86UT6	388	Q86UT6	2	IKK	CHUK
O15111	Q9UM82	270	Q9UM82	5	IKK	CHUK
O15111	Q8NDX5	268	Q8NDX5	20	IKK	CHUK
O15111	Q9NRR4	270	Q9NRR4	11	IKK	CHUK
O15111	P43250	163	P43250	5	IKK	CHUK
O15111	Q15771	163	Q15771	1	IKK	CHUK
O15111	Q9NX02	433	Q9NX02	5	IKK	CHUK
O15111	P21580	926	P21580	9	IKK	CHUK
O15111	Q9H3R2	264	Q9H3R2	1	IKK	CHUK
P42345	Q02790	846	Q02790	21	PIKK	MTOR
P42345	P11233	354	P11233	2	PIKK	MTOR
P42345	Q9H6T3	244	Q9H6T3	12	PIKK	MTOR
P42345	O94805	152	O94805	2	PIKK	MTOR
P42345	O75628	249	O75628	5	PIKK	MTOR
P42345	P35579	175	P35579	60	PIKK	MTOR
P42345	Q96RU7	300	Q96RU7	1	PIKK	MTOR
P42345	P68400	275	P68400	3	PIKK	MTOR
P42345	Q96L33	150	Q96L33	2	PIKK	MTOR
P42345	P62714	152	P62714	1	PIKK	MTOR
P42345	P49840	237	P49840	10	PIKK	MTOR
P42345	P43246	151	P43246	5	PIKK	MTOR
P42345	P52701	151	P52701	45	PIKK	MTOR
P42345	Q9BQA1	175	Q9BQA1	3	PIKK	MTOR
P42345	P10114	348	P10114	1	PIKK	MTOR
P42345	P27824	242	P27824	10	PIKK	MTOR
P42345	Q04917	911	Q04917	9	PIKK	MTOR
P42345	P15153	221	P15153	6	PIKK	MTOR
P42345	Q9NWW5	270	Q9NWW5	6	PIKK	MTOR
P42345	P62249	282	P62249	3	PIKK	MTOR
P42345	Q9C0K3	152	Q9C0K3	2	PIKK	MTOR
P42345	Q9UBB4	167	Q9UBB4	4	PIKK	MTOR
P42345	P58004	360	P58004	2	PIKK	MTOR
P42345	Q9NZ32	152	Q9NZ32	4	PIKK	MTOR
P42345	P27694	198	P27694	15	PIKK	MTOR
P42345	Q9P1U1	152	Q9P1U1	3	PIKK	MTOR
P42345	P62070	284	P62070	2	PIKK	MTOR
P42345	Q99832	252	Q99832	9	PIKK	MTOR
P42345	Q07955	452	Q07955	18	PIKK	MTOR
P42345	P61626	220	P61626	6	PIKK	MTOR
P42345	O14775	270	O14775	1	PIKK	MTOR
P42345	Q15382	997	Q15382	2	PIKK	MTOR
P42345	P25490	948	P25490	9	PIKK	MTOR
P42345	Q9Y4R8	983	Q9Y4R8	4	PIKK	MTOR
P42345	P19784	275	P19784	5	PIKK	MTOR
P42345	P61019	167	P61019	3	PIKK	MTOR
P42345	P61158	152	P61158	8	PIKK	MTOR
P42345	Q9Y243	172	Q9Y243	11	PIKK	MTOR
P42345	P35968	278	P35968	2	PIKK	MTOR
P42345	P62258	911	P62258	20	PIKK	MTOR
P42345	Q9NZQ0	167	Q9NZQ0	1	PIKK	MTOR
P42345	Q9BQI6	319	Q9BQI6	3	PIKK	MTOR
P42345	P21796	357	P21796	19	PIKK	MTOR
P42345	P29590	931	P29590	35	PIKK	MTOR
P42345	P46940	648	P46940	42	PIKK	MTOR
P42345	P0DP24	230	P0DP24	11	PIKK	MTOR
P42345	P62979	157	P62979	16	PIKK	MTOR
P42345	P38606	600	P38606	6	PIKK	MTOR
P42345	P00533	183	P00533	42	PIKK	MTOR
P42345	P21281	600	P21281	3	PIKK	MTOR
P42345	Q13315	212	Q13315	10	PIKK	MTOR
P42345	P24844	154	P24844	5	PIKK	MTOR
P42345	P08134	357	P08134	2	PIKK	MTOR
P42345	P42025	152	P42025	2	PIKK	MTOR
P42345	P68032	152	P68032	47	PIKK	MTOR
P42345	P0DP25	230	P0DP25	11	PIKK	MTOR
P42345	Q8NHX9	338	Q8NHX9	1	PIKK	MTOR
P42345	Q8TCG1	284	Q8TCG1	2	PIKK	MTOR
P42345	Q86YR6	152	Q86YR6	1	PIKK	MTOR
P42345	P30101	694	P30101	13	PIKK	MTOR
P42345	Q16531	270	Q16531	6	PIKK	MTOR
P42345	Q9UQ80	270	Q9UQ80	19	PIKK	MTOR
P42345	P46781	153	P46781	7	PIKK	MTOR
P42345	P34932	300	P34932	26	PIKK	MTOR
P42345	P60763	221	P60763	2	PIKK	MTOR
P42345	P62879	444	P62879	3	PIKK	MTOR
P42345	P61981	911	P61981	20	PIKK	MTOR
P42345	P05976	154	P05976	2	PIKK	MTOR
P42345	Q86TJ2	243	Q86TJ2	1	PIKK	MTOR
P42345	Q92730	150	Q92730	1	PIKK	MTOR
P42345	O95267	241	O95267	5	PIKK	MTOR
P42345	P78527	497	P78527	63	PIKK	MTOR
P42345	Q13206	205	Q13206	23	PIKK	MTOR
P42345	Q93008	317	Q93008	15	PIKK	MTOR
P42345	Q9Y265	651	Q9Y265	3	PIKK	MTOR
P42345	P14618	211	P14618	50	PIKK	MTOR
P42345	Q9HC35	175	Q9HC35	40	PIKK	MTOR
P42345	P49841	556	P49841	14	PIKK	MTOR
P42345	P63151	363	P63151	1	PIKK	MTOR
P42345	P50579	270	P50579	7	PIKK	MTOR
P42345	P52803	340	P52803	1	PIKK	MTOR
P42345	Q9Y615	152	Q9Y615	1	PIKK	MTOR
P42345	P07900	949	P07900	51	PIKK	MTOR
P42345	Q9H981	152	Q9H981	7	PIKK	MTOR
P42345	P84095	150	P84095	4	PIKK	MTOR
P42345	P18124	282	P18124	2	PIKK	MTOR
P42345	Q6S545	152	Q6S545	1	PIKK	MTOR
P42345	P31947	911	P31947	12	PIKK	MTOR
P42345	Q9BTA9	187	Q9BTA9	38	PIKK	MTOR
P42345	P42858	410	P42858	32	PIKK	MTOR
P42345	P63000	409	P63000	5	PIKK	MTOR
P42345	P0DP23	230	P0DP23	13	PIKK	MTOR
P42345	Q06210	175	Q06210	11	PIKK	MTOR
P42345	P61964	155	P61964	3	PIKK	MTOR
P42345	B2RU33	152	B2RU33	2	PIKK	MTOR
P42345	P35580	222	P35580	28	PIKK	MTOR
P42345	P62495	239	P62495	2	PIKK	MTOR
P42345	Q6P3W7	195	Q6P3W7	6	PIKK	MTOR
P42345	P55884	483	P55884	12	PIKK	MTOR
P42345	P42224	793	P42224	11	PIKK	MTOR
P42345	Q14457	621	Q14457	5	PIKK	MTOR
P42345	P68133	152	P68133	51	PIKK	MTOR
P42345	Q8IZT6	220	Q8IZT6	54	PIKK	MTOR
P42345	O60832	900	O60832	22	PIKK	MTOR
P42345	P62834	348	P62834	5	PIKK	MTOR
P42345	P61163	152	P61163	3	PIKK	MTOR
P42345	P46777	341	P46777	15	PIKK	MTOR
P42345	Q8TDG2	152	Q8TDG2	2	PIKK	MTOR
P42345	P08238	297	P08238	60	PIKK	MTOR
P42345	P62424	179	P62424	6	PIKK	MTOR
P42345	Q9Y5Q8	270	Q9Y5Q8	6	PIKK	MTOR
P42345	P00519	274	P00519	32	PIKK	MTOR
P42345	P31946	911	P31946	16	PIKK	MTOR
P42345	Q13542	473	Q13542	7	PIKK	MTOR
P42345	P50750	177	P50750	6	PIKK	MTOR
P42345	P00558	250	P00558	20	PIKK	MTOR
P42345	O43156	983	O43156	4	PIKK	MTOR
P42345	Q9Y614	152	Q9Y614	3	PIKK	MTOR
P42345	Q09161	270	Q09161	4	PIKK	MTOR
P42345	Q9H568	152	Q9H568	2	PIKK	MTOR
P42345	O43196	151	O43196	1	PIKK	MTOR
P42345	P61587	150	P61587	2	PIKK	MTOR
P42345	Q14155	181	Q14155	20	PIKK	MTOR
P42345	Q9Y617	272	Q9Y617	7	PIKK	MTOR
P42345	P61160	152	P61160	10	PIKK	MTOR
P42345	Q8TDY3	152	Q8TDY3	1	PIKK	MTOR
P42345	Q05513	161	Q05513	7	PIKK	MTOR
P42345	Q9NZT1	154	Q9NZT1	2	PIKK	MTOR
P42345	Q16594	250	Q16594	17	PIKK	MTOR
P42345	P27348	914	P27348	21	PIKK	MTOR
P42345	Q12888	169	Q12888	234	PIKK	MTOR
P42345	P31751	302	P31751	22	PIKK	MTOR
P42345	Q6P1M3	153	Q6P1M3	16	PIKK	MTOR
P42345	Q15118	495	Q15118	1	PIKK	MTOR
P42345	P10644	270	P10644	7	PIKK	MTOR
P42345	Q1L5Z9	158	Q1L5Z9	2	PIKK	MTOR
P42345	Q3SXY8	166	Q3SXY8	6	PIKK	MTOR
P42345	P50991	187	P50991	10	PIKK	MTOR
P42345	Q9Y2X7	577	Q9Y2X7	44	PIKK	MTOR
P42345	P63104	952	P63104	26	PIKK	MTOR
P42345	Q13418	317	Q13418	4	PIKK	MTOR
P42345	P49674	180	P49674	14	PIKK	MTOR
P42345	Q8WUD1	167	Q8WUD1	3	PIKK	MTOR
P42345	P60953	258	P60953	3	PIKK	MTOR
P42345	Q7KZI7	234	Q7KZI7	61	PIKK	MTOR
P42345	O43524	175	O43524	28	PIKK	MTOR
P42345	P63267	152	P63267	46	PIKK	MTOR
P42345	P0CG39	152	P0CG39	11	PIKK	MTOR
P42345	P62820	318	P62820	13	PIKK	MTOR
P42345	P62987	242	P62987	13	PIKK	MTOR
P42345	P62750	341	P62750	8	PIKK	MTOR
P42345	P0CG38	152	P0CG38	13	PIKK	MTOR
P42345	O96019	152	O96019	8	PIKK	MTOR
P42345	P61586	357	P61586	1	PIKK	MTOR
P42345	P52597	275	P52597	21	PIKK	MTOR
P42345	Q99836	613	Q99836	1	PIKK	MTOR
P42345	Q8N1B4	181	Q8N1B4	5	PIKK	MTOR
P42345	Q562R1	152	Q562R1	29	PIKK	MTOR
P42345	P46063	176	P46063	7	PIKK	MTOR
P42345	Q9Y5M8	288	Q9Y5M8	6	PIKK	MTOR
P42345	P67775	152	P67775	1	PIKK	MTOR
P42345	Q00535	258	Q00535	8	PIKK	MTOR
P42345	P62829	341	P62829	3	PIKK	MTOR
P42345	P06730	946	P06730	5	PIKK	MTOR
P42345	P63244	398	P63244	14	PIKK	MTOR
P42345	Q9BYZ6	150	Q9BYZ6	1	PIKK	MTOR
P42345	O15372	165	O15372	10	PIKK	MTOR
P42345	O00303	758	O00303	5	PIKK	MTOR
P42345	Q14008	167	Q14008	18	PIKK	MTOR
P42345	P62861	157	P62861	2	PIKK	MTOR
P42345	Q16665	282	Q16665	5	PIKK	MTOR
P42345	Q6S8J3	152	Q6S8J3	23	PIKK	MTOR
P42345	Q99623	171	Q99623	5	PIKK	MTOR
P42345	P60660	154	P60660	11	PIKK	MTOR
P42345	A6NI47	152	A6NI47	1	PIKK	MTOR
P42345	P14649	159	P14649	3	PIKK	MTOR
P42345	Q6S5H5	152	Q6S5H5	2	PIKK	MTOR
P42345	P07910	274	P07910	32	PIKK	MTOR
P42345	H3BUK9	152	H3BUK9	2	PIKK	MTOR
P42345	A0A0A6YYL3	152	A0A0A6YYL3	2	PIKK	MTOR
P42345	P63261	152	P63261	64	PIKK	MTOR
P42345	O14950	154	O14950	11	PIKK	MTOR
P42345	P61254	518	P61254	7	PIKK	MTOR
P42345	Q9Y230	529	Q9Y230	4	PIKK	MTOR
P42345	Q9BV38	175	Q9BV38	1	PIKK	MTOR
P42345	P62873	270	P62873	7	PIKK	MTOR
P42345	A0JP26	152	A0JP26	2	PIKK	MTOR
P42345	O14979	272	O14979	9	PIKK	MTOR
P42345	Q9Y6K9	270	Q9Y6K9	6	PIKK	MTOR
P42345	Q9H4M7	270	Q9H4M7	22	PIKK	MTOR
P42345	Q13393	153	Q13393	12	PIKK	MTOR
P42345	O15530	220	O15530	10	PIKK	MTOR
P42345	Q99759	288	Q99759	24	PIKK	MTOR
P42345	Q96AP4	270	Q96AP4	2	PIKK	MTOR
P42345	P17252	270	P17252	16	PIKK	MTOR
P42345	P63098	194	P63098	2	PIKK	MTOR
P42345	Q15052	154	Q15052	19	PIKK	MTOR
P42345	Q5S007	287	Q5S007	7	PIKK	MTOR
P42345	Q9UI12	600	Q9UI12	2	PIKK	MTOR
P42345	Q8TCU6	653	Q8TCU6	10	PIKK	MTOR
P42345	O00264	270	O00264	13	PIKK	MTOR
P42345	O00459	419	O00459	11	PIKK	MTOR
P42345	P19174	474	P19174	16	PIKK	MTOR
P42345	Q92569	244	Q92569	2	PIKK	MTOR
P42345	P40763	483	P40763	9	PIKK	MTOR
P42345	Q16620	492	Q16620	1	PIKK	MTOR
P42345	Q69YN4	270	Q69YN4	20	PIKK	MTOR
P42345	P0CG47	157	P0CG47	13	PIKK	MTOR
P42345	P43694	162	P43694	1	PIKK	MTOR
P42345	Q92993	228	Q92993	10	PIKK	MTOR
P42345	Q9P0L0	216	Q9P0L0	10	PIKK	MTOR
P42345	Q9UPN3	227	Q9UPN3	81	PIKK	MTOR
P42345	Q93097	209	Q93097	1	PIKK	MTOR
P42345	P43405	172	P43405	9	PIKK	MTOR
P42345	Q9UJM3	275	Q9UJM3	26	PIKK	MTOR
P42345	P23560	226	P23560	1	PIKK	MTOR
P42345	O95292	341	O95292	15	PIKK	MTOR
P42345	P27986	244	P27986	7	PIKK	MTOR
P42345	P0CG48	157	P0CG48	29	PIKK	MTOR
P42345	P26006	263	P26006	6	PIKK	MTOR
P42345	O00401	150	O00401	9	PIKK	MTOR
P42345	P27918	315	P27918	1	PIKK	MTOR
P42345	P04637	469	P04637	8	PIKK	MTOR
P42345	O14746	923	O14746	5	PIKK	MTOR
P42345	Q9UM11	175	Q9UM11	7	PIKK	MTOR
P42345	P62942	998	P62942	2	PIKK	MTOR
P42345	P20472	154	P20472	1	PIKK	MTOR
P42345	Q00688	856	Q00688	8	PIKK	MTOR
P42345	P19105	154	P19105	11	PIKK	MTOR
P42345	P49815	907	P49815	55	PIKK	MTOR
P42345	Q9BUA6	154	Q9BUA6	1	PIKK	MTOR
P42345	Q01449	215	Q01449	3	PIKK	MTOR
P42345	Q9H668	176	Q9H668	1	PIKK	MTOR
P42345	Q92830	203	Q92830	1	PIKK	MTOR
P42345	P35243	154	P35243	1	PIKK	MTOR
P42345	P10916	154	P10916	4	PIKK	MTOR
P42345	Q8IWB7	175	Q8IWB7	1	PIKK	MTOR
P42345	Q13416	252	Q13416	20	PIKK	MTOR
P42345	Q5T1M5	343	Q5T1M5	47	PIKK	MTOR
P42345	O75344	312	O75344	1	PIKK	MTOR
P42345	Q13263	274	Q13263	54	PIKK	MTOR
P42345	Q14156	242	Q14156	12	PIKK	MTOR
P42345	Q9H0E9	203	Q9H0E9	18	PIKK	MTOR
P42345	O75529	175	O75529	2	PIKK	MTOR
P42345	Q52LR7	250	Q52LR7	9	PIKK	MTOR
P42345	Q9H0E7	222	Q9H0E7	1	PIKK	MTOR
P42345	O95251	228	O95251	40	PIKK	MTOR
P42345	Q92547	215	Q92547	27	PIKK	MTOR
P42345	Q9UPT9	222	Q9UPT9	2	PIKK	MTOR
P42345	Q6PJI9	181	Q6PJI9	11	PIKK	MTOR
P42345	Q92793	203	Q92793	29	PIKK	MTOR
P42345	Q99973	223	Q99973	5	PIKK	MTOR
P42345	Q5THR3	154	Q5THR3	1	PIKK	MTOR
P42345	Q9H2F5	250	Q9H2F5	9	PIKK	MTOR
P42345	O15457	151	O15457	2	PIKK	MTOR
P42345	Q09472	393	Q09472	22	PIKK	MTOR
P42345	O60885	203	O60885	31	PIKK	MTOR
P42345	Q92831	203	Q92831	4	PIKK	MTOR
P42345	Q16514	352	Q16514	4	PIKK	MTOR
P42345	Q4LE39	179	Q4LE39	41	PIKK	MTOR
P42345	P20585	151	P20585	5	PIKK	MTOR
P42345	O60934	286	O60934	34	PIKK	MTOR
P42345	Q6UX01	270	Q6UX01	1	PIKK	MTOR
P42345	Q92908	281	Q92908	4	PIKK	MTOR
P42345	Q09019	175	Q09019	11	PIKK	MTOR
P42345	Q9P1Q0	264	Q9P1Q0	2	PIKK	MTOR
P42345	Q8WWQ0	175	Q8WWQ0	59	PIKK	MTOR
P42345	P54274	270	P54274	4	PIKK	MTOR
P42345	Q8IZU2	175	Q8IZU2	3	PIKK	MTOR
P42345	Q86VZ6	165	Q86VZ6	3	PIKK	MTOR
P42345	Q8WYB5	228	Q8WYB5	24	PIKK	MTOR
P42345	Q9Y6J9	252	Q9Y6J9	4	PIKK	MTOR
P42345	Q9HBG6	175	Q9HBG6	3	PIKK	MTOR
P42345	Q6R327	999	Q6R327	67	PIKK	MTOR
P42345	Q92574	383	Q92574	29	PIKK	MTOR
P42345	Q86UX6	237	Q86UX6	6	PIKK	MTOR
P42345	Q12962	293	Q12962	4	PIKK	MTOR
P42345	Q8NFA0	154	Q8NFA0	17	PIKK	MTOR
P42345	Q9H9P5	220	Q9H9P5	4	PIKK	MTOR
P42345	Q15059	203	Q15059	23	PIKK	MTOR
P42345	Q12830	203	Q12830	52	PIKK	MTOR
P42345	Q9Y4P3	175	Q9Y4P3	3	PIKK	MTOR
P42345	P22676	159	P22676	1	PIKK	MTOR
P42345	O75528	292	O75528	7	PIKK	MTOR
P42345	Q9UBS0	359	Q9UBS0	5	PIKK	MTOR
P42345	Q9ULI1	175	Q9ULI1	5	PIKK	MTOR
P42345	Q9P2H3	175	Q9P2H3	2	PIKK	MTOR
P42345	Q96GD4	508	Q96GD4	11	PIKK	MTOR
P42345	P27482	154	P27482	4	PIKK	MTOR
P42345	Q96ES7	197	Q96ES7	2	PIKK	MTOR
P42345	Q96AY3	461	Q96AY3	1	PIKK	MTOR
P42345	Q9NZU7	154	Q9NZU7	2	PIKK	MTOR
P42345	O94762	176	O94762	14	PIKK	MTOR
P42345	Q12798	154	Q12798	1	PIKK	MTOR
P42345	Q8WYH8	230	Q8WYH8	6	PIKK	MTOR
P42345	Q9UH73	216	Q9UH73	1	PIKK	MTOR
P42345	A6NMX2	159	A6NMX2	1	PIKK	MTOR
P42345	Q96A32	154	Q96A32	5	PIKK	MTOR
P42345	Q9C0J8	175	Q9C0J8	11	PIKK	MTOR
P42345	P08047	286	P08047	6	PIKK	MTOR
P42345	Q9NSI6	175	Q9NSI6	50	PIKK	MTOR
P42345	Q9BYB4	175	Q9BYB4	1	PIKK	MTOR
P42345	Q8IY85	154	Q8IY85	4	PIKK	MTOR
P42345	O00423	175	O00423	8	PIKK	MTOR
P42345	Q99653	154	Q99653	1	PIKK	MTOR
P42345	Q86XD8	157	Q86XD8	1	PIKK	MTOR
P42345	Q6PJG6	270	Q6PJG6	10	PIKK	MTOR
P42345	Q9HBM6	250	Q9HBM6	12	PIKK	MTOR
P42345	Q5VWG9	170	Q5VWG9	26	PIKK	MTOR
P42345	Q9BXF3	203	Q9BXF3	4	PIKK	MTOR
P42345	Q9UIG0	203	Q9UIG0	46	PIKK	MTOR
P42345	Q13535	366	Q13535	14	PIKK	MTOR
P42345	Q9UHD9	157	Q9UHD9	3	PIKK	MTOR
P42345	P23769	162	P23769	6	PIKK	MTOR
P42345	P12829	154	P12829	2	PIKK	MTOR
P42345	P54132	176	P54132	55	PIKK	MTOR
P42345	P29374	179	P29374	32	PIKK	MTOR
P42345	Q6ZMW3	175	Q6ZMW3	3	PIKK	MTOR
P42345	Q99570	493	Q99570	12	PIKK	MTOR
P42345	P54727	168	P54727	11	PIKK	MTOR
P42345	Q9Y2I8	175	Q9Y2I8	6	PIKK	MTOR
P42345	P43351	167	P43351	1	PIKK	MTOR
